word;tag;freq_A1;freq_A2;freq_B1;freq_B2;freq_C1;freq_C2
univers;NOM;0.0;0.2129;26.0301;42.907;158.8399;19.328
universel;ADJ;1.8928;16.1978;25.902;56.9556;6.0005;19.328
universel;NOM;0.0;0.0;0.0;0.0;3.4423;0.0
universitaire;ADJ;15.8474;44.2078;28.3215;1.2705;102.4937;19.328
université;NOM;138.5249;39.2051;73.3169;17.8055;157.8089;500.0688
urbain;ADJ;0.9051;10.0334;20.4224;38.2104;104.5381;0.0
urbanisation;NOM;0.0;0.0;0.6378;0.0;0.0;0.0
urbanisme;NOM;0.0;0.4157;5.3323;0.0;20.6179;12.833
urbaniste;NOM;0.0;0.0;0.6378;0.0;0.0;0.0
urgence;NOM;0.8075;31.7151;27.1787;2.2839;64.7832;38.656
urgent;ADJ;0.8075;0.606;19.7184;0.0;40.1357;19.328
urinaire;ADJ;0.0;0.0;0.0;0.0;4.139;0.0
urine;NOM;0.0;0.0;0.0;0.0;0.0;12.833
uriner;VER;0.0;0.0;0.0;0.0;3.4423;0.0
urètre;NOM;0.0;0.0;0.0;0.0;4.139;0.0
us;NOM;0.0;1.0679;0.0;0.0;4.139;0.0
usage;NOM;0.9051;8.9644;51.5297;65.061;257.1513;220.886
usager;ADJ;0.0;0.0;0.6378;0.0;0.0;0.0
usager;NOM;0.0;0.0;5.2486;2.2839;3.4423;0.0
usagé;ADJ;0.0;3.9981;0.0;0.0;6.0005;0.0
user;VER;0.0;31.2149;14.9361;21.3109;6.0005;57.984
usine;NOM;33.3006;27.5493;22.5628;35.0798;30.0023;0.0
ustensile;NOM;0.0;0.606;0.0;0.0;0.0;0.0
ustensile;ADJ;0.0;0.0;0.5531;0.0;0.0;0.0
usure;NOM;0.0;0.0;0.5531;0.0;3.4423;19.328
usurier;NOM;0.0;0.0;0.5531;0.0;0.0;0.0
usurpation;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
usé;ADJ;0.0;1.0679;0.5531;1.7933;0.0;0.0
ut;NOM;0.0;0.0;0.2331;25.8549;0.0;0.0
utile;ADJ;16.8523;31.5175;64.6935;27.4424;92.2241;0.0
utile;NOM;0.0;0.4664;0.6378;0.0;0.0;0.0
utilisable;ADJ;0.0;0.0;0.0;0.0;6.0005;0.0
utilisateur;NOM;0.0;0.0;8.7014;4.5679;18.0014;0.0
utilisateur;ADJ;0.0;0.0;0.0;0.0;4.139;0.0
utilisation;NOM;0.8075;14.9648;31.5003;14.4824;269.9597;127.4317
utiliser;VER;88.1083;135.129;177.6984;97.4947;669.3424;426.0341
utilitaire;ADJ;0.0;0.0;0.5531;0.0;6.0005;0.0
utilitariste;ADJ;0.0;0.0;0.0;0.0;6.0005;0.0
utilité;NOM;0.0;0.0;12.2371;26.7491;27.9938;0.0
utopie;NOM;0.0;0.0;6.206;0.0;0.0;0.0
utopiste;ADJ;0.0;0.0;0.5531;0.0;0.0;0.0
utérus;NOM;0.0;0.0;0.0;0.0;4.139;0.0
v'là;ADV;0.0;0.0;0.5531;0.0;0.0;0.0
va-comme-je-te-pousse;ADV;0.0;0.0;0.0;0.0;3.4423;0.0
vacance;NOM;889.3358;281.3659;77.3009;105.5945;62.7057;0.0
vacant;ADJ;0.0;0.0;2.6301;0.0;0.0;0.0
vacarme;NOM;0.0;0.0;7.1903;0.0;0.0;0.0
vaccin;NOM;0.9464;0.0;3.6425;1.3018;72.2239;0.0
vaccination;NOM;0.9051;0.0;0.0;0.0;31.3781;0.0
vacciner;VER;0.0;0.0;2.9677;0.0;0.0;0.0
vacciné;ADJ;0.0;0.0;0.0;0.0;6.0005;0.0
vache;NOM;1.1123;4.7328;28.2118;2.2839;27.9938;0.0
vacherie;NOM;0.0;0.0;0.0;0.8102;0.0;0.0
vachette;NOM;0.0;0.0;0.0;1.2705;0.0;0.0
vaciller;VER;0.0;0.0;0.0;1.3018;6.0005;0.0
vacuité;NOM;0.0;0.0;0.0;2.2839;0.0;0.0
vagabond;ADJ;1.1764;0.0;0.0;0.0;0.0;0.0
vague;NOM;0.0;1.8025;7.8476;0.911;6.0005;0.0
vague;ADJ;0.0;6.0017;15.757;0.911;6.8846;0.0
vaguement;ADV;0.0;0.0;0.0;18.2638;0.0;0.0
vahiné;NOM;0.0;0.0;0.0;2.2839;0.0;0.0
vaillant;ADJ;0.0;0.5581;0.0;0.0;0.0;0.0
vain;ADJ;11.2047;13.1419;0.2331;21.387;26.3397;0.0
vaincre;VER;0.0;0.6228;17.6043;0.0;20.6179;0.0
vainement;ADV;0.0;0.0;0.2504;0.0;0.0;0.0
vainqueur;NOM;0.0;8.6806;7.5797;0.0;6.0005;0.0
vaisseau;NOM;0.0;3.17;0.4317;0.0;0.0;0.0
vaisselle;NOM;0.9464;4.7369;7.6455;0.0;0.0;0.0
val;NOM;0.0;0.0;0.8759;2.2839;0.0;0.0
valable;ADJ;0.0;0.0;14.0244;4.5679;3.4423;12.833
valentin;NOM;0.0;0.0;0.0;0.0;30.0023;0.0
valet;NOM;0.0;0.0;1.2952;0.0;0.0;0.0
valeur;NOM;16.8811;58.8885;108.6783;209.3337;241.1736;238.4824
valeureux;ADJ;1.6691;0.0;0.0;0.0;0.0;0.0
validation;NOM;0.0;0.0;0.0;0.0;20.6179;0.0
valide;ADJ;0.0;0.0;0.3906;9.1403;0.0;0.0
valider;VER;0.0;0.0;3.6187;0.0;0.0;93.687
validité;NOM;0.0;0.0;1.2756;0.0;0.0;0.0
valise;NOM;0.8075;12.502;6.8049;0.911;0.0;0.0
vallée;NOM;26.986;7.2634;55.6571;0.0;0.0;0.0
valoir;VER;0.5987;75.9266;46.4383;163.8088;198.0589;173.9324
valorisant;ADJ;0.0;0.0;0.0;2.2839;6.0005;0.0
valoriser;VER;0.0;0.0;7.7393;9.0915;27.9938;78.971
valse;NOM;0.0;0.0;0.0;1.2705;0.0;0.0
vampire;NOM;0.0;0.2129;0.0;1.3018;0.0;0.0
vandale;NOM;0.0;0.0;0.0;2.2839;0.0;0.0
vandalisme;NOM;0.0;0.6228;0.0;2.2839;0.0;0.0
vanille;NOM;0.0;0.0;0.0;0.0;6.0005;8.037
vanillé;ADJ;0.0;0.0;1.2756;0.0;6.0005;8.037
vaniteux;ADJ;0.0;0.0;7.5608;0.8102;0.0;0.0
vanité;NOM;0.0;0.0;0.4317;2.2839;0.0;0.0
vanter;VER;0.0;0.0;11.3743;4.5679;3.4423;19.328
vapeur;NOM;3.6596;0.0;0.5857;8.1049;24.0018;0.0
vaporiser;VER;0.0;0.0;0.0;0.0;6.0005;0.0
vaquer;VER;0.0;0.0;0.1243;1.2705;0.0;0.0
varangue;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
varappe;NOM;0.0;0.0;0.185;0.0;0.0;0.0
variabilité;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
variable;ADJ;0.0;6.8285;7.5617;0.0;31.3528;0.0
variant;ADJ;0.0;0.0;0.0;2.2839;0.0;0.0
variante;NOM;0.0;0.0;0.0;2.2839;6.0005;4.0185
variation;NOM;0.0;0.0;4.7719;2.2839;0.0;0.0
varier;VER;32.3497;8.4051;14.7663;9.1358;40.7953;56.7717
varié;ADJ;1.1764;12.6019;9.9299;9.1403;0.0;38.656
variété;NOM;0.0;4.5743;19.5229;0.0;27.9938;12.833
vascularisation;NOM;0.0;0.0;0.0;0.0;0.0;19.328
vase;NOM;0.9121;1.2017;15.9977;0.0;6.0005;0.0
vaseux;ADJ;0.0;0.0;0.0;0.0;0.0;19.328
vassal;NOM;1.6691;0.0;0.0;0.0;0.0;0.0
vaste;ADJ;0.0;16.8828;17.607;9.0915;12.0009;19.328
vautour;NOM;1.1764;0.0;0.185;0.0;0.0;0.0
veau;NOM;0.9051;3.782;0.487;3.8116;3.4423;0.0
vecteur;NOM;0.0;0.0;0.0;4.5679;0.0;19.328
vedettariat;NOM;0.0;0.0;0.5531;0.0;0.0;19.328
vedette;NOM;0.0;0.606;4.7626;8.7861;0.0;0.0
veille;NOM;0.8346;39.94;41.6966;12.5533;54.0583;0.0
veiller;VER;0.0;0.3851;12.2898;2.6036;49.5147;25.6659
veilleur;NOM;0.0;0.5137;0.0;0.0;0.0;38.656
veinard;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
veine;NOM;0.0;0.0;3.2399;0.0;0.0;0.0
velours;NOM;0.0;0.0;11.9268;15.3401;0.0;0.0
velouter;VER;0.0;0.0;0.0;0.0;6.0005;0.0
vendange;NOM;0.9464;0.606;0.0;0.0;0.0;0.0
vendeur;NOM;12.6353;4.1517;16.2492;18.1186;0.0;0.0
vendeur;ADJ;7.2778;1.4157;0.4665;1.2705;0.0;0.0
vendre;VER;68.0183;125.646;223.2782;165.9622;185.4721;43.8345
vendredi;NOM;212.9003;23.7744;10.5951;32.8117;12.0009;240.7752
vendu;ADJ;0.0;4.5743;0.5531;0.0;0.0;0.0
vendéen;ADJ;0.0;0.0;0.5857;0.0;0.0;0.0
vengeance;NOM;0.7319;0.0;5.9892;3.5867;18.0014;0.0
venger;VER;0.7319;9.7143;26.1121;1.7933;3.4423;0.0
venir;VER;1943.6102;1793.96;1506.7182;1657.5834;806.0185;334.8177
vent;NOM;137.1891;77.8909;119.3266;50.484;123.8024;56.7717
venta;NOM;0.0;0.0;0.6994;0.0;0.0;0.0
vente;NOM;0.0;27.448;34.0299;30.3404;87.1382;38.656
ventilateur;NOM;0.0;0.0;0.5857;0.0;0.0;0.0
ventilation;NOM;0.0;0.5213;0.0;0.0;0.0;12.833
ventiler;VER;0.0;0.0;0.0;0.0;6.0005;19.328
ventre;NOM;0.5987;0.8313;6.3313;0.0;31.3528;19.328
venu;ADJ;0.0;0.4157;0.2331;0.0;0.0;0.0
venu;NOM;0.0;3.376;0.0;0.0;0.0;12.833
ver;NOM;0.0;0.0;0.487;2.2839;0.0;4.0185
verbal;ADJ;0.0;3.6645;3.5244;9.1403;0.0;77.5234
verbaliser;VER;0.0;0.0;0.0;0.0;6.0005;0.0
verbe;NOM;0.0;0.0;0.4665;5.0821;0.0;8.037
verdict;NOM;0.0;0.6228;0.0;0.0;0.0;0.0
verdoyant;ADJ;0.0;0.0;0.0;2.2839;0.0;0.0
verdure;NOM;0.9051;0.0;12.2943;0.0;0.0;12.833
verger;NOM;0.0;0.0;0.3906;0.0;0.0;0.0
verglas;NOM;0.0;1.2017;0.0;0.0;6.0005;0.0
vergogne;NOM;0.0;0.0;0.0;0.0;6.8846;0.0
verlan;NOM;0.0;0.0;2.3435;0.0;0.0;0.0
vermeil;ADJ;3.3382;0.0;0.0;0.0;0.0;0.0
vermine;NOM;0.0;0.0;0.7812;0.0;0.0;0.0
vermoulu;ADJ;0.0;0.0;0.3906;0.0;0.0;0.0
vernaculaire;ADJ;0.0;0.0;0.0;0.0;0.0;19.328
vernis;NOM;0.0;0.0;0.0;0.911;0.0;0.0
vernissage;NOM;0.0;0.6228;0.0;1.2705;0.0;0.0
verre;NOM;120.0989;110.6313;104.5946;212.5714;79.4506;25.6659
verrerie;NOM;0.0;0.0;0.5857;0.0;0.0;0.0
verrier;ADJ;0.0;0.0;0.0;0.0;6.8846;0.0
verrier;NOM;0.0;0.0;0.0;0.0;3.4423;0.0
verrière;NOM;0.0;0.6228;0.0;0.0;3.4423;0.0
verrou;NOM;1.1123;0.0;0.0;1.3018;4.139;0.0
verrouiller;VER;0.0;0.0;0.5531;0.0;19.861;0.0
verrue;NOM;0.0;0.0;0.4665;0.0;0.0;0.0
vers;PRP;639.3045;675.33;842.0395;972.6167;536.1825;418.7845
versa;ADV;0.0;0.0;0.0;6.4611;0.0;0.0
versaillais;NOM;0.0;0.0;0.0;0.8102;0.0;0.0
versatile;ADJ;0.0;0.0;0.0;0.0;4.139;0.0
versatilité;NOM;0.0;0.0;0.0;0.0;0.0;19.328
verse;ADJ;0.0;0.0;0.185;0.0;0.0;0.0
versement;NOM;0.0;0.0;0.5857;2.2839;0.0;0.0
verser;VER;0.9713;0.1937;15.2518;19.2521;47.8426;56.7717
version;NOM;11.8248;9.7669;54.7288;9.0915;102.8605;12.833
versé;ADJ;0.0;0.0;0.0;0.0;3.4423;0.0
vert;ADJ;155.1333;83.8763;108.147;91.4825;102.2081;4.0185
vert;NOM;0.9051;4.1022;3.1779;38.0663;40.1357;0.0
vertical;ADJ;0.7319;0.4157;0.5857;2.2839;0.0;0.0
vertical;NOM;0.0;0.0;0.0;4.5679;6.0005;0.0
vertige;NOM;0.0;0.6008;2.8865;0.0;3.4423;0.0
vertigineusement;ADV;0.0;0.0;0.0;2.2839;0.0;0.0
vertigineux;ADJ;0.0;0.0;0.0;0.0;20.024;0.0
vertu;NOM;0.0;0.0;12.3946;8.3751;50.0526;0.0
vertubleu;INT;0.0;0.0;0.4317;0.0;0.0;0.0
vertueux;ADJ;0.0;0.0;0.0;0.0;4.139;19.328
vertèbre;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
vertébré;NOM;0.0;0.0;0.5857;0.0;0.0;0.0
vertébré;ADJ;0.0;0.0;0.0;0.0;0.0;19.328
vespéral;ADJ;0.0;0.0;0.0;0.0;0.0;19.328
vessie;NOM;0.0;0.0;0.0;0.0;4.139;0.0
veste;NOM;16.0628;23.3697;26.9583;86.3022;3.4423;0.0
vestiaire;NOM;0.0;0.0;0.4665;0.0;6.0005;0.0
vestibule;NOM;0.0;0.0;0.185;7.8109;0.0;0.0
vestige;NOM;10.4702;4.7285;0.4317;0.0;6.0005;0.0
vestimentaire;ADJ;0.9051;0.0;3.6369;1.2705;0.0;0.0
veuf;ADJ;0.0;0.0;3.6048;0.0;0.0;0.0
vexer;VER;11.7073;0.5781;4.3206;4.5679;0.0;0.0
via;PRP;0.0;0.1276;2.5512;14.4824;72.2624;0.0
viabilité;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
viable;ADJ;0.0;0.0;0.0;1.2705;4.139;0.0
viande;NOM;97.1587;24.7077;14.9666;11.8554;4.139;0.0
vibratile;ADJ;0.0;0.0;0.0;0.0;3.4423;0.0
vibration;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
vibrer;VER;0.0;0.0;0.1243;0.0;4.139;0.0
vice;ADV;0.0;0.0;0.0;6.4611;0.0;0.0
vice;NOM;0.0;0.0;3.1652;0.0;26.3397;19.328
vice-président;NOM;0.0;0.0;3.5822;2.2839;29.205;0.0
vicier;VER;0.0;0.0;0.0;0.0;4.139;0.0
vicomte;NOM;0.0;0.0;22.807;0.0;0.0;0.0
victime;NOM;0.5504;9.9122;59.1315;335.5003;197.8597;86.9662
victoire;NOM;0.8346;44.7203;24.2255;8.1049;31.3528;0.0
victorien;ADJ;0.0;0.0;0.5857;0.0;6.0005;0.0
victorieux;ADJ;0.0;0.0;0.4317;0.0;0.0;0.0
vidange;NOM;0.0;0.0;0.438;0.0;3.4423;0.0
vide;NOM;7.0973;0.0;11.8019;2.2839;20.6179;0.0
vide;ADJ;58.9467;29.1918;63.7705;77.6399;3.4423;0.0
vide-ordures;NOM;0.0;0.0;1.1717;0.0;0.0;0.0
vider;VER;0.0;0.5213;20.7551;8.3922;4.139;0.0
vidé;ADJ;0.0;0.0;0.0;0.0;0.0;19.328
vidéaste;NOM;0.0;0.0;0.0;2.5411;0.0;0.0
vidéo;ADJ;1.1764;4.5858;0.185;0.0;68.3463;0.0
vidéo;NOM;7.2839;0.4157;2.504;6.3527;20.6179;0.0
vie;NOM;681.7757;1208.5789;1121.8412;917.8975;1423.9743;1636.0886
vieillard;NOM;0.5504;1.1188;0.7866;0.911;12.0009;0.0
vieille;NOM;0.0;0.4131;1.4611;3.5867;0.0;0.0
vieillesse;NOM;0.0;0.0;10.2131;0.0;0.0;19.328
vieillir;VER;0.0;4.5584;5.9101;40.0419;3.4423;323.1451
vieillissant;ADJ;0.0;0.0;0.5531;0.0;0.0;77.312
vieillissement;NOM;0.0;0.4157;5.4885;2.2839;6.8846;388.6761
vieillot;ADJ;0.0;0.0;3.7062;0.0;0.0;0.0
viennois;ADJ;0.9121;0.0;0.0;0.0;0.0;0.0
vierge;NOM;0.0;0.0;11.7683;0.0;0.0;0.0
vierge;ADJ;0.0;0.0;0.5857;0.0;0.0;0.0
vietnamien;ADJ;0.0;0.4157;0.0;0.0;0.0;0.0
vietnamien;NOM;1.2635;0.0;0.0;0.0;0.0;0.0
vieux;NOM;66.6435;29.1665;99.8937;8.4014;0.0;12.833
vieux;ADJ;645.3286;617.1132;416.1805;324.2958;49.5147;226.4825
vif;ADJ;17.4724;26.145;60.7695;25.2078;62.7562;0.0
vif;NOM;0.0;0.2891;0.0;0.0;3.4423;0.0
vigie;NOM;0.0;0.0;0.0;0.0;4.139;0.0
vigilance;NOM;0.0;0.0;0.0;2.2839;3.4423;0.0
vigilant;ADJ;0.0;0.0;0.0;1.2705;8.2781;0.0
vigne;NOM;3.6596;3.6645;0.6378;9.8491;6.0005;0.0
vignoble;NOM;0.7319;0.0;8.8376;0.0;3.4423;0.0
vigoureusement;ADV;0.0;0.0;0.0;0.0;3.4423;0.0
vigoureux;ADJ;0.0;0.0;0.5531;0.0;0.0;0.0
vigueur;NOM;0.0;0.606;6.178;25.7572;4.139;12.833
vilain;ADJ;0.0;0.0;14.0137;19.0591;0.0;0.0
vilebrequin;NOM;0.0;0.0;0.0;0.8102;0.0;0.0
villa;NOM;0.0;3.6645;20.7096;0.0;20.024;0.0
village;NOM;187.1341;289.5964;302.759;136.5287;101.622;43.8345
villageois;NOM;0.7319;0.606;0.8759;0.0;0.0;0.0
villageois;ADJ;0.0;0.0;0.0;9.0915;0.0;0.0
ville;NOM;1037.3709;838.8882;751.3419;432.8134;472.3763;111.7223
vin;NOM;366.0182;86.7594;82.9562;112.9508;94.6959;16.0739
vinaigre;NOM;0.0;0.0;3.6262;0.0;0.0;0.0
vinaigrette;NOM;0.0;0.0;0.0;1.2705;0.0;0.0
vingtaine;NOM;0.4856;1.2121;34.1316;8.1386;19.861;43.8345
vinicole;ADJ;0.9051;0.0;0.0;0.0;0.0;0.0
vinification;NOM;0.0;0.0;0.0;0.0;3.4423;0.0
violemment;ADV;0.0;9.8901;3.4682;0.8102;0.0;0.0
violence;NOM;0.0;16.8234;45.4151;65.7686;215.3928;142.6471
violent;ADJ;16.6752;25.6894;18.5527;2.2839;54.0583;12.833
violenter;VER;0.0;0.0;0.0;0.0;3.4423;0.0
violet;ADJ;0.7319;2.6063;4.1358;0.0;0.0;4.0185
violon;NOM;1.1556;0.0;0.0;0.0;0.0;0.0
violoncelle;NOM;0.0;0.0;0.0;0.0;0.0;19.328
violoniste;NOM;0.0;0.0;0.3059;0.0;0.0;0.0
vipère;NOM;0.0;0.0;0.4317;0.0;0.0;0.0
virage;NOM;0.0;0.0;0.0;1.2705;0.0;19.328
viral;ADJ;0.0;0.0;0.0;0.0;12.0009;0.0
virer;VER;0.0;0.0;0.4317;1.2705;31.3528;0.0
virevolte;NOM;0.0;0.0;0.4665;0.0;0.0;0.0
virginité;NOM;0.0;0.6228;0.0;0.0;0.0;0.0
viril;ADJ;0.0;0.0;0.5857;0.0;6.0005;0.0
virilité;NOM;0.0;0.0;0.6378;0.0;3.4423;0.0
virtuel;ADJ;0.0;0.0;2.9677;4.5679;41.2358;0.0
virtuel;NOM;0.0;0.0;1.3139;2.2839;0.0;0.0
virulent;ADJ;0.0;0.0;0.3906;0.0;0.0;0.0
virus;NOM;0.0;0.0;0.3906;0.0;230.7701;0.0
vis;NOM;0.0;0.0;3.6187;0.0;0.0;0.0
vis-à-vis;ADV;0.0;0.0;5.5016;2.2839;0.0;77.4712
visa;NOM;0.0;0.0;3.5715;0.0;0.0;0.0
visage;NOM;45.9074;343.5668;267.591;304.3518;147.2929;0.0
viscéral;ADJ;0.0;0.0;0.3906;0.0;0.0;0.0
viser;VER;0.0;0.4157;28.8865;23.1828;51.4303;19.328
visibilité;NOM;0.0;0.0;0.0;1.2705;27.9938;19.328
visible;ADJ;0.0;0.0;9.6793;31.9788;68.3291;56.7717
visiblement;ADV;0.0;0.4157;10.1426;0.0;49.1091;0.0
vision;NOM;0.0;3.9981;21.0013;31.1622;102.8605;19.328
visionnaire;NOM;0.0;0.606;0.0;0.0;0.0;0.0
visionnaire;ADJ;0.0;0.0;0.0;0.0;6.0005;0.0
visiophone;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
visite;NOM;142.6252;113.9063;160.6289;42.6653;20.024;127.4317
visiter;VER;505.4389;153.2169;98.8804;31.2705;3.4423;0.0
visiteur;NOM;17.1548;23.9273;50.7635;43.7989;27.403;0.0
visser;VER;0.0;0.0;0.0;0.0;3.4423;0.0
visualiser;VER;0.0;0.0;0.0;0.0;0.0;19.328
visuel;ADJ;0.0;0.4157;3.6369;1.2705;0.0;4.0185
visée;NOM;0.0;0.0;0.438;0.0;6.0005;19.328
vit;NOM;1.2635;0.0;0.4317;1.7933;0.0;0.0
vital;ADJ;0.0;0.4664;7.7112;1.2705;31.3528;19.328
vitalité;NOM;0.9051;0.0;1.1062;0.0;20.6179;19.328
vitamine;NOM;0.0;0.6228;1.1717;0.0;10.3269;19.328
vite;ADJ;0.0;5.0483;0.0;0.0;0.0;0.0
vite;ADV;565.3086;401.9265;329.1262;337.8787;205.0941;86.9662
vitesse;NOM;0.0;61.6877;39.5503;38.9595;65.9532;0.0
viticulteur;NOM;0.0;0.0;0.0;2.2839;3.4423;0.0
vitrage;NOM;0.9051;0.0;0.0;0.0;0.0;0.0
vitrail;NOM;0.0;0.0;0.0;0.0;24.0961;0.0
vitre;NOM;0.0;12.289;0.4317;7.1733;6.0005;0.0
vitrine;NOM;0.0;0.2065;0.5008;2.2839;8.2781;0.0
vitro;NOM;0.0;0.0;5.5016;0.0;0.0;19.328
vitré;ADJ;0.0;0.0;0.5531;0.0;0.0;0.0
vivable;ADJ;1.1764;0.0;0.0;0.0;0.0;0.0
vivant;NOM;7.0973;18.8437;42.3349;27.5038;41.2358;0.0
vivant;ADJ;0.5547;16.1086;24.4931;34.8647;31.3528;19.328
vivement;ADV;0.9121;3.6645;9.55;8.3751;0.0;0.0
vivre;VER;364.3825;721.5098;812.0531;742.6087;559.2389;295.3115
vivre;NOM;0.5504;0.0;0.0;0.0;0.0;0.0
vivrier;ADJ;0.0;0.606;0.0;0.0;0.0;0.0
vlan;INT;0.0;0.0;0.6378;0.0;0.0;0.0
vocable;NOM;0.0;0.0;0.0;0.911;0.0;0.0
vocabulaire;NOM;0.0;0.0;0.3906;14.4824;31.3781;19.328
vocal;ADJ;0.0;4.4786;8.3359;0.0;0.0;12.833
vocation;NOM;0.0;0.9327;19.2143;23.175;51.4303;38.656
vociférer;VER;0.0;0.0;0.0;12.7613;0.0;0.0
vodka;NOM;0.0;0.0;0.0;14.3466;0.0;0.0
vogue;NOM;0.0;4.486;0.438;0.0;0.0;0.0
voici;ADV;161.6441;169.8586;128.001;114.5827;65.168;25.6659
voie;NOM;0.0;23.075;90.4415;51.8719;140.1595;56.7717
voile;NOM;27.5022;20.5309;23.9213;4.5551;20.024;38.656
voiler;VER;0.0;0.0;0.0;0.0;0.0;12.833
voilette;NOM;0.0;0.0;0.438;0.0;0.0;0.0
voilier;NOM;0.0;0.0;0.4317;0.0;0.0;0.0
voilà;ADV;434.2609;479.6705;257.3578;422.6668;154.5671;171.4545
voir;VER;2151.2613;3093.5873;2184.1741;2894.1262;1094.9447;568.3787
voire;ADV;0.0;4.4611;53.3323;32.0041;222.4187;113.5434
voirie;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
voisin;NOM;139.8012;96.6596;75.7568;151.3703;80.2715;57.984
voisin;ADJ;27.3826;15.7498;36.2593;51.9299;40.6321;12.833
voisinage;NOM;0.0;0.4664;0.7812;4.5679;20.024;0.0
voiture;NOM;625.9943;607.1459;447.2228;295.6184;287.2691;25.6659
voiturer;VER;1.1556;2.1359;0.0;0.0;0.0;0.0
voiturette;NOM;0.0;0.0;0.5531;0.0;0.0;0.0
voiturier;ADJ;0.0;1.0679;0.0;0.0;0.0;0.0
voix;NOM;159.9058;440.319;451.2798;257.8787;183.0858;0.0
vol;NOM;42.8169;36.7384;1.1713;94.4715;40.0479;0.0
volaille;NOM;0.4856;0.0;2.9222;1.2705;106.3135;0.0
volant;NOM;0.0;0.606;2.8589;2.2839;6.0005;0.0
volant;ADJ;0.0;0.4664;2.8865;0.0;0.0;0.0
volatil;ADJ;0.0;0.0;0.0;0.0;6.0005;0.0
volatile;NOM;0.0;0.0;0.5531;0.0;0.0;0.0
volatiliser;VER;0.0;0.0;0.0;5.2073;0.0;0.0
volcan;NOM;0.8075;1.2017;0.0;0.0;3.4423;0.0
volcanique;ADJ;0.9464;0.0;0.0;0.0;6.8846;0.0
voler;VER;87.1038;104.5496;145.1125;65.8688;6.0005;0.0
volet;NOM;0.0;3.6808;9.641;27.3334;12.0009;0.0
voleur;NOM;15.9294;88.1128;9.7427;70.4458;20.024;0.0
voleur;ADJ;0.8346;8.6599;3.6423;0.3387;0.0;0.0
volley;NOM;0.0;0.0;0.0;2.2839;0.0;0.0
volley-ball;NOM;4.9506;0.0;0.0;0.0;0.0;0.0
volontaire;ADJ;0.0;0.6228;5.4966;14.4824;6.8846;0.0
volontairement;ADV;0.0;0.0;0.5531;0.911;4.139;0.0
volontariat;NOM;0.0;0.0;0.5531;0.0;0.0;0.0
volontariste;ADJ;0.0;0.0;0.0;0.0;20.6179;0.0
volontiers;ADV;0.0;3.7973;29.9951;9.0915;26.3397;38.656
volonté;NOM;1.2635;4.569;39.9989;4.5679;60.4644;213.1318
volubile;ADJ;0.0;5.8259;0.0;0.0;0.0;0.0
volume;NOM;0.0;0.4157;12.7159;14.4824;66.9321;4.0185
volumineux;ADJ;0.6291;0.0;0.0;0.8102;3.4423;0.0
voluptueusement;ADV;0.0;0.0;0.0;0.0;6.0005;0.0
volupté;NOM;0.0;0.0;0.438;2.2839;6.0005;0.0
volute;NOM;0.0;0.0;0.0;0.0;3.4423;0.0
voracité;NOM;0.0;0.0;0.0;0.0;6.0005;0.0
vote;NOM;0.0;1.0275;24.3931;0.0;27.9938;0.0
voter;VER;1.1764;11.0715;73.4726;2.2839;27.9938;25.6659
votre;DET:POS;1751.2898;1327.3949;1394.0452;1140.1798;383.1205;377.0469
vouer;VER;0.0;0.0;7.8476;1.3018;6.0005;0.0
vouloir;NOM;0.0;0.0;3.5736;1.2705;6.0005;0.0
vouloir;VER;2922.4572;2862.8182;1513.6355;1964.2703;860.3682;389.1791
vous;PRO;8406.0171;7161.0139;5726.4411;8107.0462;1606.2757;704.7598
vouvoiement;NOM;0.0;0.0;0.5531;0.0;0.0;0.0
vouvoyer;VER;0.0;0.0;5.2747;0.911;0.0;0.0
voyage;NOM;355.4912;403.9868;190.125;113.5659;107.2298;38.656
voyager;VER;98.0983;138.7891;75.5806;18.5428;51.9203;19.328
voyager;ADJ;0.0;0.2129;0.0;0.0;0.0;0.0
voyageur;ADJ;0.0;10.1385;6.0765;0.0;6.0005;0.0
voyageur;NOM;7.749;54.424;64.1826;24.9792;31.5653;0.0
voyagiste;NOM;0.0;0.0;0.0;2.2839;0.0;0.0
voyant;ADJ;0.0;0.0;3.5736;0.911;0.0;0.0
voyant;NOM;0.0;0.0;3.1766;9.5296;4.139;0.0
voyeur;NOM;0.0;0.0;0.0;0.0;3.4423;0.0
voyou;NOM;0.0;0.4664;0.0;1.3018;6.0005;0.0
voûte;NOM;0.0;0.0;0.0;0.0;3.4423;0.0
voûter;VER;0.0;0.2129;0.0;0.0;0.0;0.0
vrac;ADV;0.0;0.606;0.0;0.0;0.0;0.0
